periodo,ano_inicio,ano_fin,resguardo,pueblo,clase,hectareas,hectareas_anuales,poligonos,fuente,calidad_fuente
2022-2023,2022,2023,"Resguardo Indígena Embera Catio de Choromando Bajo y la Lejia ""Monzhomando""",Embera Katío,No Bosque Estable,46.94,46.94,3,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera Chami y Zenu De La Palma,Embera Chamí-Zenú,Bosque Estable,6.8,6.8,5,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera Chami y Zenu De La Palma,Embera Chamí-Zenú,No Bosque Estable,320.29,320.29,1,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera Drua,Embera,Bosque Estable,1.91,1.91,1,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera Drua,Embera,No Bosque Estable,16.16,16.16,1,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera Katio de Sever,Embera Katío,Bosque Estable,8853.75,8853.75,25,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera Katio de Sever,Embera Katío,Deforestación,3.97,3.97,5,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera Katio de Sever,Embera Katío,No Bosque Estable,1345.87,1345.87,96,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,Bosque Estable,15314.6,15314.6,34,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,Deforestación,6.79,6.79,6,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,No Bosque Estable,2910.51,2910.51,318,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera de Chimurro y Nendo,Embera,Bosque Estable,11253.45,11253.45,20,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera de Chimurro y Nendo,Embera,Deforestación,6.65,6.65,5,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera de Chimurro y Nendo,Embera,No Bosque Estable,1924.33,1924.33,238,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,Bosque Estable,3354.38,3354.38,20,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,Deforestación,17.47,17.47,10,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,No Bosque Estable,1375.3,1375.3,90,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera de Dokerazavi,Embera,Bosque Estable,312.09,312.09,22,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera de Dokerazavi,Embera,No Bosque Estable,470.83,470.83,13,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera de El Salado,Embera,Bosque Estable,17739.61,17739.61,3,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera de El Salado,Embera,Deforestación,1.78,1.78,2,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera de El Salado,Embera,No Bosque Estable,345.95,345.95,43,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera de El Salado,Embera,Sin Información,1.11,1.11,3,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera de Guaguando,Embera,Bosque Estable,13769.52,13769.52,6,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera de Guaguando,Embera,Deforestación,3.06,3.06,4,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera de Guaguando,Embera,No Bosque Estable,220.16,220.16,49,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera de Nusido,Embera,Bosque Estable,63.28,63.28,10,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera de Nusido,Embera,No Bosque Estable,197.65,197.65,2,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera de Urada Jiguamiando,Embera,Bosque Estable,11.03,11.03,4,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera de Urada Jiguamiando,Embera,No Bosque Estable,0.44,0.44,6,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,Bosque Estable,4725.44,4725.44,2,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,Deforestación,2.4,2.4,3,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,No Bosque Estable,264.9,264.9,65,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,Bosque Estable,20840.05,20840.05,8,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,Deforestación,7.65,7.65,7,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,No Bosque Estable,804.99,804.99,260,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera del Rio Jarapeto,Embera,Bosque Estable,5315.46,5315.46,2,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera del Rio Jarapeto,Embera,No Bosque Estable,268.26,268.26,34,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,Bosque Estable,2720.67,2720.67,14,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,Deforestación,5.05,5.05,3,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,No Bosque Estable,328.8,328.8,46,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,Bosque Estable,16465.18,16465.18,15,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,Deforestación,3.86,3.86,6,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,No Bosque Estable,1556.58,1556.58,223,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,Bosque Estable,21753.15,21753.15,26,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,Deforestación,93.68,93.68,73,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,No Bosque Estable,1541.75,1541.75,338,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,Bosque Estable,30939.65,30939.65,13,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,Deforestación,16.23,16.23,14,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,No Bosque Estable,762.93,762.93,206,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera-Katio de Jenaturado,Embera Katío,Bosque Estable,445.44,445.44,5,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera-Katio de Jenaturado,Embera Katío,No Bosque Estable,150.02,150.02,23,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera-Katio de Las Playas,Embera Katío,Bosque Estable,79.53,79.53,3,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera-Katio de Las Playas,Embera Katío,Deforestación,0.02,0.02,1,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera-Katio de Las Playas,Embera Katío,No Bosque Estable,121.21,121.21,5,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,Bosque Estable,5626.15,5626.15,18,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,Deforestación,39.37,39.37,30,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,No Bosque Estable,1278.7,1278.7,166,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera-Katio de Polines,Embera Katío,Bosque Estable,3298.93,3298.93,21,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera-Katio de Polines,Embera Katío,Deforestación,3.71,3.71,4,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Embera-Katio de Polines,Embera Katío,No Bosque Estable,974.57,974.57,93,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Emebera-Katio de Santa Maria - El Charcon,Embera Katío,Bosque Estable,5.57,5.57,5,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Emebera-Katio de Santa Maria - El Charcon,Embera Katío,No Bosque Estable,126.08,126.08,3,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,Bosque Estable,9627.61,9627.61,115,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,Deforestación,47.31,47.31,27,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,No Bosque Estable,5517.53,5517.53,341,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Murri-pantanos,Embera Katío,Bosque Estable,28876.21,28876.21,17,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Murri-pantanos,Embera Katío,Deforestación,23.75,23.75,24,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Murri-pantanos,Embera Katío,No Bosque Estable,2409.01,2409.01,320,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Rio Alto De San Juan,Senú/Zenú,Bosque Estable,13.06,13.06,5,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Rio Alto De San Juan,Senú/Zenú,No Bosque Estable,89.49,89.49,2,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Senú Los Almendros,Senú/Zenú,Bosque Estable,5.87,5.87,2,shapefile,geometria
2022-2023,2022,2023,Resguardo Indígena Senú Los Almendros,Senú/Zenú,No Bosque Estable,18.91,18.91,1,shapefile,geometria
